id,name,ntid,threat,state,department,,,,Department,Threat,,Department,Average Threat,,,,,,,,,,,,,,,,,,,,,,,,,
305645,"Bundschuh,Rosana",rnbundschuh,0.213210145,AR,Business Development,,,,Accounting,0.225166667,,,,,,Accounting,0.008738095,,Business Development,0.009640351,,Corporate,0.009166667,,Engineering,0.008738095,,IT,0.009166667,,Marketing,0.009640351,,Sales,0.008738095,,Services,0.009166667
263304,"Appana,Shelli",suappana,0.206984848,AR,Business Development,,,,Accounting,0.224416667,,,,,,Accounting,0.008848485,,Business Development,0.009640351,,Corporate,0.009166667,,Engineering,0.009166667,,IT,0.009640351,,Marketing,0.009640351,,Sales,0.009166667,,Services,0.009640351
289155,"Nickolls,Terry",tnnickolls,0.200166667,AR,Business Development,,,,Accounting,0.222893939,,,,,,Accounting,0.009166667,,Business Development,0.009640351,,Corporate,0.009166667,,Engineering,0.009166667,,IT,0.009640351,,Marketing,0.009640351,,Sales,0.009166667,,Services,0.009640351
822629,"Kubo,Larita",lskubo,0.200166667,AR,Business Development,,,,Accounting,0.222893939,,,,,,Accounting,0.009166667,,Business Development,0.010166667,,Corporate,0.009166667,,Engineering,0.009166667,,IT,0.009640351,,Marketing,0.010166667,,Sales,0.009166667,,Services,0.010166667
248575,"Hageny,Rosalina",rwhageny,0.194611111,AR,Business Development,,,,Accounting,0.222282051,,,,,,Accounting,0.009166667,,Business Development,0.010166667,,Corporate,0.009640351,,Engineering,0.009166667,,IT,0.010166667,,Marketing,0.010166667,,Sales,0.009640351,,Services,0.010166667
343989,"Schlatter,Tora",txschlatter,0.190166667,AR,Business Development,,,,Accounting,0.22175,,,,,,Accounting,0.009166667,,Business Development,0.010166667,,Corporate,0.009640351,,Engineering,0.009166667,,IT,0.010166667,,Marketing,0.010166667,,Sales,0.009640351,,Services,0.010166667
228438,"Andronis,Logan",ldandronis,0.179653846,AR,Business Development,,,,Accounting,0.220537037,,,,,,Accounting,0.009640351,,Business Development,0.010166667,,Corporate,0.009640351,,Engineering,0.009166667,,IT,0.010166667,,Marketing,0.010166667,,Sales,0.010166667,,Services,0.010166667
173928,"Mcinnish,Emilia",eqmcinnish,0.175166667,AR,Business Development,,,,Accounting,0.219934109,,,,,,Accounting,0.009640351,,Business Development,0.010166667,,Corporate,0.010166667,,Engineering,0.009166667,,IT,0.010166667,,Marketing,0.010166667,,Sales,0.010166667,,Services,0.010166667
690150,"Bramasco,Earlie",eibramasco,0.175166667,AR,Business Development,,,,Accounting,0.21977451,,,,,,Accounting,0.009640351,,Business Development,0.010166667,,Corporate,0.010166667,,Engineering,0.009640351,,IT,0.010166667,,Marketing,0.010754902,,Sales,0.010166667,,Services,0.010166667
137934,"Earps,Manuel",mvearps,0.169863636,AR,Business Development,,,,Accounting,0.219658192,,,,,,Accounting,0.010166667,,Business Development,0.010166667,,Corporate,0.010166667,,Engineering,0.009640351,,IT,0.010166667,,Marketing,0.010754902,,Sales,0.010166667,,Services,0.010166667
229198,"Klimes,Halina",hrklimes,0.151833333,AR,Business Development,,,,Accounting,0.218666667,,,,,,Accounting,0.010166667,,Business Development,0.010166667,,Corporate,0.010166667,,Engineering,0.009640351,,IT,0.010754902,,Marketing,0.010754902,,Sales,0.010166667,,Services,0.010166667
561603,"Hayse,Hiroko",hshayse,0.144994253,AR,Business Development,,,,Accounting,0.217166667,,,,,,Accounting,0.010166667,,Business Development,0.010166667,,Corporate,0.010166667,,Engineering,0.010166667,,IT,0.010754902,,Marketing,0.011416667,,Sales,0.010754902,,Services,0.010166667
639710,"Reichenback,Delma",direichenback,0.097555556,AR,Business Development,,,,Accounting,0.217166667,,,,,,Accounting,0.010166667,,Business Development,0.010166667,,Corporate,0.010166667,,Engineering,0.010166667,,IT,0.010754902,,Marketing,0.011416667,,Sales,0.010754902,,Services,0.010754902
833850,"Avner,Carin",chavner,0.010754902,AR,Business Development,,,,Accounting,0.216833333,,,,,,Accounting,0.010754902,,Business Development,0.010754902,,Corporate,0.010166667,,Engineering,0.010166667,,IT,0.011416667,,Marketing,0.011416667,,Sales,0.010754902,,Services,0.011416667
222234,"Lelle,Catherin",cjlelle,0.007366667,AR,Business Development,,,,Accounting,0.215929379,,,,,,Accounting,0.010754902,,Business Development,0.010754902,,Corporate,0.010754902,,Engineering,0.010166667,,IT,0.011416667,,Marketing,0.012166667,,Sales,0.010754902,,Services,0.011416667
337753,"Wuerth,Jose",jjwuerth,0.232323529,AR,Corporate,,,,Accounting,0.215551282,,,,,,Accounting,0.010754902,,Business Development,0.010754902,,Corporate,0.010754902,,Engineering,0.010166667,,IT,0.011416667,,Marketing,0.012166667,,Sales,0.010754902,,Services,0.011416667
147142,"Ralph,Hedwig",horalph,0.212911765,AR,Corporate,,,,Accounting,0.215166667,,,,,,Accounting,0.011416667,,Business Development,0.010754902,,Corporate,0.011416667,,Engineering,0.010166667,,IT,0.012166667,,Marketing,0.012439394,,Sales,0.010754902,,Services,0.012166667
693999,"Stackpole,Maude",mistackpole,0.2105,AR,Corporate,,,,Accounting,0.215016129,,,,,,Accounting,0.011416667,,Business Development,0.011416667,,Corporate,0.011416667,,Engineering,0.010166667,,IT,0.012166667,,Marketing,0.01302381,,Sales,0.010754902,,Services,0.01302381
793582,"Salesses,Ardelia",aosalesses,0.206564182,AR,Corporate,,,,Accounting,0.214722222,,,,,,Accounting,0.011416667,,Business Development,0.011416667,,Corporate,0.011416667,,Engineering,0.010166667,,IT,0.012166667,,Marketing,0.01302381,,Sales,0.010754902,,Services,0.01302381
107442,"Cecilia,Alexia",apcecilia,0.19302381,AR,Corporate,,,,Accounting,0.214055556,,,,,,Accounting,0.012166667,,Business Development,0.012166667,,Corporate,0.011416667,,Engineering,0.010166667,,IT,0.01302381,,Marketing,0.01302381,,Sales,0.011416667,,Services,0.01302381
667234,"Clewell,Merna",mfclewell,0.191075758,AR,Corporate,,,,Accounting,0.214055556,,,,,,Accounting,0.012166667,,Business Development,0.012166667,,Corporate,0.011416667,,Engineering,0.010166667,,IT,0.01302381,,Marketing,0.01302381,,Sales,0.012166667,,Services,0.01302381
414772,"Morrisroe,Rebecca",rkmorrisroe,0.170436937,AR,Corporate,,,,Accounting,0.213405303,,,,,,Accounting,0.012166667,,Business Development,0.01302381,,Corporate,0.012166667,,Engineering,0.010754902,,IT,0.01302381,,Marketing,0.014012821,,Sales,0.012166667,,Services,0.01302381
821725,"Whitacker,Layla",lbwhitacker,0.153825203,AR,Corporate,,,,Accounting,0.212911765,,,,,,Accounting,0.01302381,,Business Development,0.01302381,,Corporate,0.013666667,,Engineering,0.010754902,,IT,0.014012821,,Marketing,0.015166667,,Sales,0.012166667,,Services,0.015166667
778291,"Sammarco,Lillian",lksammarco,0.151518018,AR,Corporate,,,,Accounting,0.212911765,,,,,,Accounting,0.01302381,,Business Development,0.0135,,Corporate,0.014012821,,Engineering,0.010754902,,IT,0.014566667,,Marketing,0.015166667,,Sales,0.012166667,,Services,0.016530303
691784,"Mayerle,Kaycee",komayerle,0.148651515,AR,Corporate,,,,Accounting,0.212515152,,,,,,Accounting,0.01302381,,Business Development,0.014012821,,Corporate,0.015166667,,Engineering,0.011416667,,IT,0.015166667,,Marketing,0.015166667,,Sales,0.012166667,,Services,0.018166667
314324,"Tennett,Tresa",tptennett,0.138333333,AR,Corporate,,,,Accounting,0.212008772,,,,,,Accounting,0.01302381,,Business Development,0.015166667,,Corporate,0.015166667,,Engineering,0.011416667,,IT,0.015166667,,Marketing,0.015818841,,Sales,0.01302381,,Services,0.018166667
947273,"Beaumonte,Christena",cqbeaumonte,0.045166667,AR,Corporate,,,,Accounting,0.211794574,,,,,,Accounting,0.014012821,,Business Development,0.015166667,,Corporate,0.015166667,,Engineering,0.012166667,,IT,0.015166667,,Marketing,0.016530303,,Sales,0.01302381,,Services,0.018166667
348992,"Navaro,Roseline",rjnavaro,0.030166667,AR,Corporate,,,,Accounting,0.211794574,,,,,,Accounting,0.014012821,,Business Development,0.015166667,,Corporate,0.016530303,,Engineering,0.012166667,,IT,0.015818841,,Marketing,0.016530303,,Sales,0.014012821,,Services,0.019114035
945456,"Highfield,Ellan",eghighfield,0.030166667,AR,Corporate,,,,Accounting,0.210166667,,,,,,Accounting,0.014012821,,Business Development,0.015166667,,Corporate,0.016530303,,Engineering,0.01302381,,IT,0.016530303,,Marketing,0.016530303,,Sales,0.014012821,,Services,0.019452381
215302,"Gutknecht,Christoper",cogutknecht,0.030166667,AR,Corporate,,,,Accounting,0.210166667,,,,,,Accounting,0.015166667,,Business Development,0.015818841,,Corporate,0.016530303,,Engineering,0.01302381,,IT,0.016530303,,Marketing,0.018166667,,Sales,0.015166667,,Services,0.020166667
410250,"Artiaga,Trenton",toartiaga,0.010754902,AR,Corporate,,,,Accounting,0.210101626,,,,,,Accounting,0.015166667,,Business Development,0.016530303,,Corporate,0.016530303,,Engineering,0.01302381,,IT,0.018166667,,Marketing,0.018166667,,Sales,0.015166667,,Services,0.020166667
869941,"Camilo,Aurea",aocamilo,0.010166667,AR,Corporate,,,,Accounting,0.210098485,,,,,,Accounting,0.016530303,,Business Development,0.016530303,,Corporate,0.018166667,,Engineering,0.01302381,,IT,0.018166667,,Marketing,0.020166667,,Sales,0.015818841,,Services,0.020166667
162354,"Sustar,Ellie",epsustar,0.010166667,AR,Corporate,,,,Accounting,0.209315315,,,,,,Accounting,0.016530303,,Business Development,0.016530303,,Corporate,0.018166667,,Engineering,0.01302381,,IT,0.018166667,,Marketing,0.020166667,,Sales,0.01604902,,Services,0.020166667
993705,"Talley,Gale",gstalley,0.228581301,AR,Engineering,,,,Accounting,0.209037634,,,,,,Accounting,0.018166667,,Business Development,0.016530303,,Corporate,0.018166667,,Engineering,0.014012821,,IT,0.018166667,,Marketing,0.020166667,,Sales,0.019114035,,Services,0.020166667
678192,"Zuniga,Roxane",rpzuniga,0.222893939,AR,Engineering,,,,Accounting,0.208820513,,,,,,Accounting,0.020166667,,Business Development,0.017309524,,Corporate,0.018166667,,Engineering,0.014012821,,IT,0.018166667,,Marketing,0.022666667,,Sales,0.020166667,,Services,0.020166667
697259,"Maignan,Ramonita",rfmaignan,0.203655039,AR,Engineering,,,,Accounting,0.208820513,,,,,,Accounting,0.024712121,,Business Development,0.020166667,,Corporate,0.020166667,,Engineering,0.015166667,,IT,0.018166667,,Marketing,0.022666667,,Sales,0.020166667,,Services,0.020166667
422785,"Salceda,Brenton",bvsalceda,0.194888889,AR,Engineering,,,,Accounting,0.208677305,,,,,,Accounting,0.030166667,,Business Development,0.020166667,,Corporate,0.020166667,,Engineering,0.015166667,,IT,0.019114035,,Marketing,0.024712121,,Sales,0.021416667,,Services,0.020166667
844362,"Gundry,Janie",jdgundry,0.183916667,AR,Engineering,,,,Accounting,0.2085,,,,,,Accounting,0.030166667,,Business Development,0.021343137,,Corporate,0.020166667,,Engineering,0.015166667,,IT,0.020166667,,Marketing,0.025880952,,Sales,0.022666667,,Services,0.022666667
805427,"Heng,Cristina",csheng,0.175166667,AR,Engineering,,,,Accounting,0.208465787,,,,,,Accounting,0.030166667,,Business Development,0.022666667,,Corporate,0.020166667,,Engineering,0.015818841,,IT,0.020166667,,Marketing,0.025880952,,Sales,0.022666667,,Services,0.025880952
910918,"Wheatley,Evelia",elwheatley,0.169863636,AR,Engineering,,,,Accounting,0.207388889,,,,,,Accounting,0.030166667,,Business Development,0.024166667,,Corporate,0.022666667,,Engineering,0.016530303,,IT,0.020166667,,Marketing,0.025880952,,Sales,0.022666667,,Services,0.027166667
469429,"Scardina,Shirly",smscardina,0.164284314,AR,Engineering,,,,Accounting,0.206984848,,,,,,Accounting,0.030166667,,Business Development,0.025880952,,Corporate,0.022666667,,Engineering,0.016530303,,IT,0.020166667,,Marketing,0.027858974,,Sales,0.022666667,,Services,0.030166667
326023,"Viener,Rocky",rqviener,0.040166667,AR,Engineering,,,,Accounting,0.206984848,,,,,,Accounting,0.036166667,,Business Development,0.025880952,,Corporate,0.025880952,,Engineering,0.016530303,,IT,0.020166667,,Marketing,0.030166667,,Sales,0.022666667,,Services,0.030166667
469621,"Holleman,Lino",ltholleman,0.022666667,AR,Engineering,,,,Accounting,0.206576923,,,,,,Accounting,0.040166667,,Business Development,0.030166667,,Corporate,0.025880952,,Engineering,0.018166667,,IT,0.020166667,,Marketing,0.030166667,,Sales,0.022666667,,Services,0.030166667
335295,"Turnow,Adriana",awturnow,0.010166667,AR,Engineering,,,,Accounting,0.20604902,,,,,,Accounting,0.040166667,,Business Development,0.030166667,,Corporate,0.027166667,,Engineering,0.018166667,,IT,0.020166667,,Marketing,0.030166667,,Sales,0.025880952,,Services,0.033916667
261957,"Indovina,Fermina",fvindovina,0.009166667,AR,Engineering,,,,Accounting,0.20533908,,,,,,Accounting,0.045166667,,Business Development,0.030166667,,Corporate,0.030166667,,Engineering,0.018166667,,IT,0.022666667,,Marketing,0.030166667,,Sales,0.027166667,,Services,0.033916667
162606,"Minasian,Austin",aeminasian,0.009166667,AR,Engineering,,,,Accounting,0.205044715,,,,,,Accounting,0.045166667,,Business Development,0.030166667,,Corporate,0.030166667,,Engineering,0.020166667,,IT,0.024712121,,Marketing,0.030166667,,Sales,0.030166667,,Services,0.036166667
994985,"Dovey,Graham",gadovey,0.218916667,AR,IT,,,,Accounting,0.204333333,,,,,,Accounting,0.050166667,4,Business Development,0.033916667,,Corporate,0.030166667,,Engineering,0.020166667,,IT,0.025880952,,Marketing,0.030166667,,Sales,0.030166667,,Services,0.036166667
214917,"Minissale,Gino",gnminissale,0.210166667,AR,IT,,,,Accounting,0.204333333,,,,,,Accounting,0.061416667,,Business Development,0.033916667,,Corporate,0.030166667,,Engineering,0.020166667,,IT,0.025880952,,Marketing,0.036166667,,Sales,0.030166667,,Services,0.040166667
550016,"Peninger,Maura",mmpeninger,0.184434959,AR,IT,,,,Accounting,0.204333333,,,,,,Accounting,0.064012821,,Business Development,0.036166667,,Corporate,0.030166667,,Engineering,0.022666667,,IT,0.025880952,,Marketing,0.038738095,,Sales,0.030166667,,Services,0.045880952
337812,"Labar,Tamera",tklabar,0.183916667,AR,IT,,,,Accounting,0.204086932,,,,,,Accounting,0.067666667,,Business Development,0.036166667,,Corporate,0.030166667,,Engineering,0.022666667,,IT,0.025880952,,Marketing,0.040166667,,Sales,0.036166667,,Services,0.050166667
766735,"Pago,Ailene",avpago,0.1835,AR,IT,,,,Accounting,0.20380303,,,,,,Accounting,0.1135,35,Business Development,0.040166667,,Corporate,0.030166667,,Engineering,0.022666667,,IT,0.025880952,,Marketing,0.040166667,,Sales,0.038738095,,Services,0.050166667
163834,"Westling,Irving",ijwestling,0.179236434,AR,IT,,,,Accounting,0.203131579,,,,,,Accounting,0.120479167,,Business Development,0.040166667,,Corporate,0.036166667,,Engineering,0.022666667,,IT,0.030166667,,Marketing,0.040166667,,Sales,0.039640351,,Services,0.050166667
548064,"Wilcox,Dara",dfwilcox,0.024712121,AR,IT,,,,Accounting,0.202798246,,,,,,Accounting,0.129796296,,Business Development,0.040166667,,Corporate,0.040166667,,Engineering,0.024566667,,IT,0.030166667,,Marketing,0.045166667,,Sales,0.040166667,,Services,0.067666667
541496,"Necochea,Chang",cnnecochea,0.018166667,AR,IT,,,,Accounting,0.202798246,,,,,,Accounting,0.132925287,,Business Development,0.045166667,,Corporate,0.040166667,,Engineering,0.027858974,,IT,0.030166667,,Marketing,0.049166667,,Sales,0.050166667,,Services,0.097893939
400002,"Kratowicz,Gertie",gykratowicz,0.222893939,AR,Marketing,,,,Accounting,0.202666667,,,,,,Accounting,0.138045455,,Business Development,0.050166667,,Corporate,0.045166667,,Engineering,0.030166667,,IT,0.030166667,,Marketing,0.050166667,,Sales,0.050166667,,Services,0.116833333
648191,"Trimm,Rolanda",rmtrimm,0.212666667,AR,Marketing,,,,Accounting,0.201653005,,,,,,Accounting,0.141833333,,Business Development,0.09227193,,Corporate,0.050166667,,Engineering,0.030166667,,IT,0.040166667,,Marketing,0.050166667,,Sales,0.050754902,,Services,0.116833333
963722,"Eviston,Jacklyn",jmeviston,0.200166667,AR,Marketing,,,,Accounting,0.201416667,,,,,,Accounting,0.142759259,,Business Development,0.097555556,,Corporate,0.050166667,,Engineering,0.033916667,,IT,0.040166667,,Marketing,0.054166667,,Sales,0.060166667,,Services,0.123696078
913851,"Sha,Bula",bosha,0.18802381,AR,Marketing,,,,Accounting,0.201230496,,,,,,Accounting,0.146,,Business Development,0.116833333,,Corporate,0.054166667,,Engineering,0.036166667,,IT,0.040166667,,Marketing,0.067666667,,Sales,0.066166667,,Services,0.130166667
361047,"Petermann,Madaline",mhpetermann,0.184888889,AR,Marketing,,,,Accounting,0.201092593,,,,,,Accounting,0.146678295,,Business Development,0.122666667,,Corporate,0.054166667,,Engineering,0.038738095,,IT,0.040166667,,Marketing,0.084166667,,Sales,0.067666667,,Services,0.131416667
646186,"Pate,Eda",eapate,0.169863636,AR,Marketing,,,,Accounting,0.201092593,,,,,,Accounting,0.148651515,,Business Development,0.127439394,,Corporate,0.116833333,,Engineering,0.040166667,,IT,0.050166667,,Marketing,0.090166667,,Sales,0.090166667,,Services,0.137666667
681833,"Cavendish,Debera",dzcavendish,0.111530303,AR,Marketing,,,,Accounting,0.2005,,,,,,Accounting,0.150166667,,Business Development,0.131416667,,Corporate,0.121320513,,Engineering,0.040166667,,IT,0.050166667,,Marketing,0.105166667,,Sales,0.117858974,,Services,0.138045455
401823,"Mcgarvie,Michal",mgmcgarvie,0.022666667,AR,Marketing,,,,Accounting,0.200166667,,,,,,Accounting,0.150166667,,Business Development,0.140166667,,Corporate,0.129796296,,Engineering,0.045166667,,IT,0.050166667,,Marketing,0.111530303,,Sales,0.121320513,,Services,0.140166667
973952,"Tijerino,Galina",ggtijerino,0.016530303,AR,Marketing,,,,Accounting,0.199186275,,,,,,Accounting,0.151518018,,Business Development,0.140166667,,Corporate,0.132925287,,Engineering,0.045166667,,IT,0.050166667,,Marketing,0.121320513,,Sales,0.129796296,,Services,0.140166667
382026,"Obiano,Yong",yiobiano,0.010166667,AR,Marketing,,,,Accounting,0.198815315,,,,,,Accounting,0.151833333,,Business Development,0.141583333,,Corporate,0.135983871,,Engineering,0.045166667,,IT,0.054166667,,Marketing,0.121905797,,Sales,0.131416667,,Services,0.142058559
112281,"Lines,Tennie",tdlines,0.229387446,AR,Sales,,,,Accounting,0.198279874,,,,,,Accounting,0.15234058,,Business Development,0.144994253,,Corporate,0.137666667,,Engineering,0.050166667,,IT,0.060166667,,Marketing,0.121905797,,Sales,0.133990196,,Services,0.142354167
355545,"Kehrer,Barbar",bxkehrer,0.210166667,AR,Sales,,,,Accounting,0.197992754,,,,,,Accounting,0.155722222,,Business Development,0.144994253,,Corporate,0.138333333,,Engineering,0.050166667,,IT,0.067666667,,Marketing,0.132599099,,Sales,0.135650538,,Services,0.142759259
176244,"Schreffler,Catherina",cmschreffler,0.192866667,AR,Sales,,,,Accounting,0.197602564,,,,,,Accounting,0.157063218,,Business Development,0.147116883,,Corporate,0.146,,Engineering,0.054166667,,IT,0.094397436,,Marketing,0.140166667,,Sales,0.140166667,,Services,0.144284314
891252,"Raddatz,Aisha",agraddatz,0.179055556,AR,Sales,,,,Accounting,0.197041667,,,,,,Accounting,0.158231183,,Business Development,0.148651515,,Corporate,0.146,,Engineering,0.126166667,,IT,0.116833333,,Marketing,0.144284314,,Sales,0.140166667,,Services,0.150166667
820648,"Arter,Olive",ozarter,0.159257576,AR,Sales,,,,Accounting,0.19650813,,,,,,Accounting,0.158231183,,Business Development,0.150166667,,Corporate,0.147535088,,Engineering,0.127,,IT,0.120856322,,Marketing,0.144994253,,Sales,0.144994253,,Services,0.150166667
779905,"Ohanesian,Erinn",eiohanesian,0.129796296,AR,Sales,,,,Accounting,0.19650813,,,,,,Accounting,0.158231183,,Business Development,0.151518018,,Corporate,0.148651515,,Engineering,0.129796296,,IT,0.124360215,,Marketing,0.146,,Sales,0.144994253,,Services,0.154833333
659354,"Anagnos,Benjamin",bwanagnos,0.030166667,AR,Sales,,,,Accounting,0.19650813,,,,,,Accounting,0.159257576,,Business Development,0.151833333,,Corporate,0.148651515,,Engineering,0.131416667,,IT,0.126166667,,Marketing,0.146333333,,Sales,0.14694086,,Services,0.155722222
674770,"Langhorn,Justin",jflanghorn,0.010166667,AR,Sales,,,,Accounting,0.196166667,,,,,,Accounting,0.160166667,,Business Development,0.151833333,,Corporate,0.151518018,,Engineering,0.132925287,,IT,0.131416667,,Marketing,0.14694086,,Sales,0.148651515,,Services,0.155888889
839100,"Poppleton,Isidro",igpoppleton,0.000166667,AR,Sales,,,,Accounting,0.195754902,,,,,,Accounting,0.160787014,,Business Development,0.153291667,,Corporate,0.151518018,,Engineering,0.134782051,,IT,0.134782051,,Marketing,0.150166667,,Sales,0.148651515,,Services,0.157063218
548909,"Gladhart,Mattie",mdgladhart,0.206416667,AR,Services,,,,Accounting,0.195515504,,,,,,Accounting,0.161083333,,Business Development,0.154578431,,Corporate,0.151833333,,Engineering,0.135166667,,IT,0.137666667,,Marketing,0.150166667,,Sales,0.150166667,,Services,0.158045455
951467,"Postma,Adrianne",abpostma,0.20533908,AR,Services,,,,Accounting,0.195515504,,,,,,Accounting,0.162666667,,Business Development,0.155722222,,Corporate,0.151833333,,Engineering,0.14566092,,IT,0.140166667,,Marketing,0.151518018,,Sales,0.152296296,,Services,0.158231183
241424,"August,Susann",swaugust,0.203166667,AR,Services,,,,Accounting,0.195277778,,,,,,Accounting,0.162666667,,Business Development,0.155722222,,Corporate,0.15234058,,Engineering,0.146,,IT,0.140166667,,Marketing,0.15234058,,Sales,0.153291667,,Services,0.159257576
726141,"Gies,Leigh",ljgies,0.197666667,AR,Services,,,,Accounting,0.194611111,,,,,,Accounting,0.163166667,,Business Development,0.157063218,,Corporate,0.15234058,,Engineering,0.14694086,,IT,0.142354167,,Marketing,0.154578431,,Sales,0.154166667,,Services,0.159257576
695771,"Towsend,Cordelia",cktowsend,0.189355856,AR,Services,,,,Accounting,0.194611111,,,,,,Accounting,0.164229167,,Business Development,0.157063218,,Corporate,0.153825203,,Engineering,0.147535088,,IT,0.142759259,,Marketing,0.155722222,,Sales,0.154578431,,Services,0.160745614
325637,"Gonzolez,Angelo",algonzolez,0.175166667,AR,Services,,,,Accounting,0.194162966,,,,,,Accounting,0.164310811,,Business Development,0.157063218,,Corporate,0.153825203,,Engineering,0.148651515,,IT,0.146,,Marketing,0.155722222,,Sales,0.154578431,,Services,0.160977477
663269,"Mccarville,Tory",tymccarville,0.171096899,AR,Services,,,,Accounting,0.193888889,,,,,,Accounting,0.164872549,,Business Development,0.157274194,,Corporate,0.154817829,,Engineering,0.150166667,,IT,0.14794697,,Marketing,0.157063218,,Sales,0.158231183,,Services,0.161705128
465683,"Halloway,Many",mzhalloway,0.138045455,AR,Services,,,,Accounting,0.193783688,,,,,,Accounting,0.165444444,,Business Development,0.158231183,,Corporate,0.155722222,,Engineering,0.151833333,,IT,0.14824359,,Marketing,0.159257576,,Sales,0.158397849,,Services,0.162666667
251149,"Menesez,Cyrus",cymenesez,0.020166667,AR,Services,,,,Accounting,0.193587719,,,,,,Accounting,0.165539216,,Business Development,0.158397849,,Corporate,0.155722222,,Engineering,0.151833333,,IT,0.150166667,,Marketing,0.162957364,,Sales,0.159257576,,Services,0.162957364
585020,"Rominger,Sandy",swrominger,0.280591195,AZ,Accounting,,,,Accounting,0.193270115,,,,,,Accounting,0.165611111,,Business Development,0.159257576,,Corporate,0.160166667,,Engineering,0.152333333,,IT,0.153291667,,Marketing,0.164012821,,Sales,0.160166667,,Services,0.16314986
636993,"Schauble,Shizuko",sischauble,0.215166667,AZ,Accounting,,,,Accounting,0.193270115,,,,,,Accounting,0.16595614,,Business Development,0.159257576,,Corporate,0.161705128,,Engineering,0.153291667,,IT,0.154578431,,Marketing,0.164229167,,Sales,0.160977477,,Services,0.1635
895171,"Redmann,Grayce",gfredmann,0.215016129,AZ,Accounting,,0.155243239,,Accounting,0.192666667,,,,,,Accounting,0.166416667,,Business Development,0.160977477,,Corporate,0.161705128,,Engineering,0.154166667,,IT,0.154578431,,Marketing,0.164722222,,Sales,0.160977477,,Services,0.163996454
802983,"Gaud,Angelena",asgaud,0.214722222,AZ,Accounting,,,,Accounting,0.192323529,,,,,,Accounting,0.169863636,154,Business Development,0.161416667,,Corporate,0.1635,,Engineering,0.155722222,,IT,0.155722222,,Marketing,0.164782051,,Sales,0.162666667,,Services,0.165444444
